table_name,column_pysical_name,column_logical_name,invalid_flag,special_translation,original_category,category,meaning,minimum_class,class_2,class_3,class_4,class_5,class_6,class_7,maximum_class,minimum_class_name,class_name_2,class_name_3,class_name_4,class_name_5,class_name_6,class_name_7,maximum_class_name,strength,note,valid_from,valid_to
"a_bac","race_condition_mark","レース条件$記号","0","0","0","113","○混-牡馬限定-○特指","1","1","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","114","○混-牡馬限定-若手","1","1","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","120","○混-牝馬限定-なし","1","2","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","121","○混-牝馬限定-○指","1","2","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","122","○混-牝馬限定-□指","1","2","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","123","○混-牝馬限定-○特指","1","2","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","124","○混-牝馬限定-若手","1","2","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","130","○混-牡・せん馬限定-なし","1","3","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","131","○混-牡・せん馬限定-○指","1","3","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","132","○混-牡・せん馬限定-□指","1","3","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","133","○混-牡・せん馬限定-○特指","1","3","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","134","○混-牡・せん馬限定-若手","1","3","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","140","○混-牡・牝馬限定-なし","1","4","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","141","○混-牡・牝馬限定-○指","1","4","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","142","○混-牡・牝馬限定-□指","1","4","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","143","○混-牡・牝馬限定-○特指","1","4","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","144","○混-牡・牝馬限定-若手","1","4","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","200","○父-なし-なし","2","0","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","201","○父-なし-○指","2","0","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","202","○父-なし-□指","2","0","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","203","○父-なし-○特指","2","0","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","204","○父-なし-若手","2","0","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","210","○父-牡馬限定-なし","2","1","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","211","○父-牡馬限定-○指","2","1","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","212","○父-牡馬限定-□指","2","1","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","213","○父-牡馬限定-○特指","2","1","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","214","○父-牡馬限定-若手","2","1","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","220","○父-牝馬限定-なし","2","2","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","221","○父-牝馬限定-○指","2","2","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","222","○父-牝馬限定-□指","2","2","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","223","○父-牝馬限定-○特指","2","2","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","224","○父-牝馬限定-若手","2","2","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","230","○父-牡・せん馬限定-なし","2","3","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","231","○父-牡・せん馬限定-○指","2","3","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","232","○父-牡・せん馬限定-□指","2","3","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","233","○父-牡・せん馬限定-○特指","2","3","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","234","○父-牡・せん馬限定-若手","2","3","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","240","○父-牡・牝馬限定-なし","2","4","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","241","○父-牡・牝馬限定-○指","2","4","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","242","○父-牡・牝馬限定-□指","2","4","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","243","○父-牡・牝馬限定-○特指","2","4","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","244","○父-牡・牝馬限定-若手","2","4","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","300","○市○抽-なし-なし","3","0","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","301","○市○抽-なし-○指","3","0","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","302","○市○抽-なし-□指","3","0","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","303","○市○抽-なし-○特指","3","0","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","304","○市○抽-なし-若手","3","0","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","310","○市○抽-牡馬限定-なし","3","1","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","311","○市○抽-牡馬限定-○指","3","1","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","312","○市○抽-牡馬限定-□指","3","1","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","313","○市○抽-牡馬限定-○特指","3","1","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","314","○市○抽-牡馬限定-若手","3","1","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","320","○市○抽-牝馬限定-なし","3","2","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","321","○市○抽-牝馬限定-○指","3","2","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","322","○市○抽-牝馬限定-□指","3","2","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","323","○市○抽-牝馬限定-○特指","3","2","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","324","○市○抽-牝馬限定-若手","3","2","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","330","○市○抽-牡・せん馬限定-なし","3","3","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","331","○市○抽-牡・せん馬限定-○指","3","3","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","332","○市○抽-牡・せん馬限定-□指","3","3","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","333","○市○抽-牡・せん馬限定-○特指","3","3","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","334","○市○抽-牡・せん馬限定-若手","3","3","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","340","○市○抽-牡・牝馬限定-なし","3","4","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","341","○市○抽-牡・牝馬限定-○指","3","4","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","342","○市○抽-牡・牝馬限定-□指","3","4","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","343","○市○抽-牡・牝馬限定-○特指","3","4","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","344","○市○抽-牡・牝馬限定-若手","3","4","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","400","九州産限定-なし-なし","4","0","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","401","九州産限定-なし-○指","4","0","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","402","九州産限定-なし-□指","4","0","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","403","九州産限定-なし-○特指","4","0","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","404","九州産限定-なし-若手","4","0","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","410","九州産限定-牡馬限定-なし","4","1","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","411","九州産限定-牡馬限定-○指","4","1","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","412","九州産限定-牡馬限定-□指","4","1","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","413","九州産限定-牡馬限定-○特指","4","1","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","414","九州産限定-牡馬限定-若手","4","1","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","420","九州産限定-牝馬限定-なし","4","2","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","421","九州産限定-牝馬限定-○指","4","2","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","422","九州産限定-牝馬限定-□指","4","2","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","423","九州産限定-牝馬限定-○特指","4","2","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","424","九州産限定-牝馬限定-若手","4","2","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","430","九州産限定-牡・せん馬限定-なし","4","3","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","431","九州産限定-牡・せん馬限定-○指","4","3","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","432","九州産限定-牡・せん馬限定-□指","4","3","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","433","九州産限定-牡・せん馬限定-○特指","4","3","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","434","九州産限定-牡・せん馬限定-若手","4","3","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","440","九州産限定-牡・牝馬限定-なし","4","4","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","441","九州産限定-牡・牝馬限定-○指","4","4","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","442","九州産限定-牡・牝馬限定-□指","4","4","2","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","443","九州産限定-牡・牝馬限定-○特指","4","4","3","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","444","九州産限定-牡・牝馬限定-若手","4","4","4","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","500","○国際混-なし-なし","5","0","0","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","501","○国際混-なし-○指","5","0","1","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","502","○国際混-なし-□指","5","0","2","","","","","","○国際混","なし","□指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","503","○国際混-なし-○特指","5","0","3","","","","","","○国際混","なし","○特指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","504","○国際混-なし-若手","5","0","4","","","","","","○国際混","なし","若手","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","510","○国際混-牡馬限定-なし","5","1","0","","","","","","○国際混","牡馬限定","なし","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","511","○国際混-牡馬限定-○指","5","1","1","","","","","","○国際混","牡馬限定","○指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","512","○国際混-牡馬限定-□指","5","1","2","","","","","","○国際混","牡馬限定","□指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","513","○国際混-牡馬限定-○特指","5","1","3","","","","","","○国際混","牡馬限定","○特指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","514","○国際混-牡馬限定-若手","5","1","4","","","","","","○国際混","牡馬限定","若手","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","520","○国際混-牝馬限定-なし","5","2","0","","","","","","○国際混","牝馬限定","なし","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","521","○国際混-牝馬限定-○指","5","2","1","","","","","","○国際混","牝馬限定","○指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","522","○国際混-牝馬限定-□指","5","2","2","","","","","","○国際混","牝馬限定","□指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","523","○国際混-牝馬限定-○特指","5","2","3","","","","","","○国際混","牝馬限定","○特指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","524","○国際混-牝馬限定-若手","5","2","4","","","","","","○国際混","牝馬限定","若手","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","530","○国際混-牡・せん馬限定-なし","5","3","0","","","","","","○国際混","牡・せん馬限定","なし","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","531","○国際混-牡・せん馬限定-○指","5","3","1","","","","","","○国際混","牡・せん馬限定","○指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","532","○国際混-牡・せん馬限定-□指","5","3","2","","","","","","○国際混","牡・せん馬限定","□指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","533","○国際混-牡・せん馬限定-○特指","5","3","3","","","","","","○国際混","牡・せん馬限定","○特指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","534","○国際混-牡・せん馬限定-若手","5","3","4","","","","","","○国際混","牡・せん馬限定","若手","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","540","○国際混-牡・牝馬限定-なし","5","4","0","","","","","","○国際混","牡・牝馬限定","なし","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","541","○国際混-牡・牝馬限定-○指","5","4","1","","","","","","○国際混","牡・牝馬限定","○指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","542","○国際混-牡・牝馬限定-□指","5","4","2","","","","","","○国際混","牡・牝馬限定","□指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","543","○国際混-牡・牝馬限定-○特指","5","4","3","","","","","","○国際混","牡・牝馬限定","○特指","","","","","","","","",""
"a_bac","race_condition_mark","レース条件$記号","0","0","0","544","○国際混-牡・牝馬限定-若手","5","4","4","","","","","","○国際混","牡・牝馬限定","若手","","","","","","","","",""
"a_bac","race_condition_weight","レース条件$重量","0","0","0","1","ハンデ","","","","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_weight","レース条件$重量","0","0","0","2","別定","","","","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_weight","レース条件$重量","0","0","0","3","馬齢","","","","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_weight","レース条件$重量","0","0","0","4","定量","","","","","","","","","","","","","","","","","","","",""
"a_bac","race_condition_grade","レース条件$グレード","0","0","0","1","Ｇ１","","","","","","","","","","","","","","","","","6","","",""
"a_bac","race_condition_grade","レース条件$グレード","0","0","0","2","Ｇ２","","","","","","","","","","","","","","","","","5","","",""
"a_bac","race_condition_grade","レース条件$グレード","0","0","0","3","Ｇ３","","","","","","","","","","","","","","","","","4","","",""
"a_bac","race_condition_grade","レース条件$グレード","0","0","0","4","重賞","","","","","","","","","","","","","","","","","3","","",""
"a_bac","race_condition_grade","レース条件$グレード","0","0","0","5","特別","","","","","","","","","","","","","","","","","2","","",""
"a_bac","race_condition_grade","レース条件$グレード","0","1","0","Z","記号なし、特別変換","","","","","","","","","","","","","","","","","1","","",""
"a_bac","course","コース","0","0","0","1","A","","","","","","","","","","","","","","","","","","","",""
"a_bac","course","コース","0","0","0","2","A1","","","","","","","","","","","","","","","","","","","",""
"a_bac","course","コース","0","0","0","3","A2","","","","","","","","","","","","","","","","","","","",""
"a_bac","course","コース","0","0","0","4","B","","","","","","","","","","","","","","","","","","","",""
"a_bac","course","コース","0","0","0","5","C","","","","","","","","","","","","","","","","","","","",""
"a_bac","course","コース","0","0","0","6","D","","","","","","","","","","","","","","","","","","","",""
"a_bac","held_class","開催区分","0","0","0","1","関東","","","","","","","","","","","","","","","","","","","",""
"a_bac","held_class","開催区分","0","0","0","2","関西","","","","","","","","","","","","","","","","","","","",""
"a_bac","held_class","開催区分","0","0","0","3","ローカル","","","","","","","","","","","","","","","","","","","",""
"a_bac","data_category","データ区分","0","0","0","1","特別登録","","","","","","","","","","","","","","","","","","","",""
"a_bac","data_category","データ区分","0","0","0","2","想定確定","","","","","","","","","","","","","","","","","","","",""
