horse_count,v_horse_no,interval,horse_no_from,horse_no_to,area_to,denominator,numerator
"9","5","2.125","3","4","6.375","2.125","0"
"9","6","2.125","3","4","6.375","2.125","1"
"9","7","2.125","4","5","8.5","2.125","0"
"9","8","2.125","4","5","8.5","2.125","1"
"9","9","2.125","5","6","10.625","2.125","0"
"9","10","2.125","5","6","10.625","2.125","1"
"9","11","2.125","6","7","12.75","2.125","0"
"9","12","2.125","6","7","12.75","2.125","1"
"9","13","2.125","7","8","14.875","2.125","0"
"9","14","2.125","7","8","14.875","2.125","1"
"9","15","2.125","8","9","17","2.125","0"
"9","16","2.125","8","9","17","2.125","1"
"9","17","2.125","8","9","17","2.125","2"
"10","1","1.88888888888889","1","2","1.88888888888889","1.88888888888889","0"
"10","2","1.88888888888889","2","3","3.77777777777778","1.88888888888889","0"
"10","3","1.88888888888889","2","3","3.77777777777778","1.88888888888889","1"
"10","4","1.88888888888889","3","4","5.66666666666667","1.88888888888889","0"
"10","5","1.88888888888889","3","4","5.66666666666667","1.88888888888889","1"
"10","6","1.88888888888889","4","5","7.55555555555556","1.88888888888889","0"
"10","7","1.88888888888889","4","5","7.55555555555556","1.88888888888889","1"
"10","8","1.88888888888889","5","6","9.44444444444444","1.88888888888889","0"
"10","9","1.88888888888889","5","6","9.44444444444444","1.88888888888889","1"
"10","10","1.88888888888889","6","7","11.3333333333333","1.88888888888889","0"
"10","11","1.88888888888889","6","7","11.3333333333333","1.88888888888889","1"
"10","12","1.88888888888889","7","8","13.2222222222222","1.88888888888889","0"
"10","13","1.88888888888889","7","8","13.2222222222222","1.88888888888889","1"
"10","14","1.88888888888889","8","9","15.1111111111111","1.88888888888889","0"
"10","15","1.88888888888889","8","9","15.1111111111111","1.88888888888889","1"
"10","16","1.88888888888889","9","10","17","1.88888888888889","0"
"10","17","1.88888888888889","9","10","17","1.88888888888889","1"
"11","1","1.7","1","2","1.7","1.7","0"
"11","2","1.7","2","3","3.4","1.7","0"
"11","3","1.7","2","3","3.4","1.7","1"
"11","4","1.7","3","4","5.1","1.7","0"
"11","5","1.7","3","4","5.1","1.7","1"
"11","6","1.7","4","5","6.8","1.7","0"
"11","7","1.7","5","6","8.5","1.7","0"
"11","8","1.7","5","6","8.5","1.7","1"
"11","9","1.7","6","7","10.2","1.7","0"
"11","10","1.7","6","7","10.2","1.7","1"
"11","11","1.7","7","8","11.9","1.7","0"
"11","12","1.7","8","9","13.6","1.7","0"
"11","13","1.7","8","9","13.6","1.7","1"
"11","14","1.7","9","10","15.3","1.7","0"
"11","15","1.7","9","10","15.3","1.7","1"
"11","16","1.7","10","11","17","1.7","0"
"11","17","1.7","10","11","17","1.7","1"
"12","1","1.54545454545455","1","2","1.54545454545455","1.54545454545455","0"
"12","2","1.54545454545455","2","3","3.09090909090909","1.54545454545455","0"
"12","3","1.54545454545455","2","3","3.09090909090909","1.54545454545455","1"
"12","4","1.54545454545455","3","4","4.63636363636364","1.54545454545455","0"
"12","5","1.54545454545455","4","5","6.18181818181818","1.54545454545455","0"
"12","6","1.54545454545455","4","5","6.18181818181818","1.54545454545455","1"
"12","7","1.54545454545455","5","6","7.72727272727273","1.54545454545455","0"
"12","8","1.54545454545455","6","7","9.27272727272727","1.54545454545455","0"
"12","9","1.54545454545455","6","7","9.27272727272727","1.54545454545455","1"
"12","10","1.54545454545455","7","8","10.8181818181818","1.54545454545455","0"
"12","11","1.54545454545455","8","9","12.3636363636364","1.54545454545455","0"
"12","12","1.54545454545455","8","9","12.3636363636364","1.54545454545455","1"
"12","13","1.54545454545455","9","10","13.9090909090909","1.54545454545455","0"
"12","14","1.54545454545455","10","11","15.4545454545455","1.54545454545455","0"
"12","15","1.54545454545455","10","11","15.4545454545455","1.54545454545455","1"
"12","16","1.54545454545455","11","12","17","1.54545454545455","0"
"12","17","1.54545454545455","11","12","17","1.54545454545455","1"
"13","1","1.41666666666667","1","2","1.41666666666667","1.41666666666667","0"
"13","2","1.41666666666667","2","3","2.83333333333333","1.41666666666667","0"
"13","3","1.41666666666667","3","4","4.25","1.41666666666667","0"
"13","4","1.41666666666667","3","4","4.25","1.41666666666667","1"
"13","5","1.41666666666667","4","5","5.66666666666667","1.41666666666667","0"
"13","6","1.41666666666667","5","6","7.08333333333333","1.41666666666667","0"
"13","7","1.41666666666667","5","6","7.08333333333333","1.41666666666667","1"
"13","8","1.41666666666667","6","7","8.5","1.41666666666667","0"
"13","9","1.41666666666667","7","8","9.91666666666667","1.41666666666667","0"
"13","10","1.41666666666667","8","9","11.3333333333333","1.41666666666667","0"
"13","11","1.41666666666667","8","9","11.3333333333333","1.41666666666667","1"
"13","12","1.41666666666667","9","10","12.75","1.41666666666667","0"
"13","13","1.41666666666667","10","11","14.1666666666667","1.41666666666667","0"
"13","14","1.41666666666667","10","11","14.1666666666667","1.41666666666667","1"
"13","15","1.41666666666667","11","12","15.5833333333333","1.41666666666667","0"
"13","16","1.41666666666667","12","13","17","1.41666666666667","0"
"13","17","1.41666666666667","12","13","17","1.41666666666667","1"
"14","1","1.30769230769231","1","2","1.30769230769231","1.30769230769231","0"
"14","2","1.30769230769231","2","3","2.61538461538462","1.30769230769231","0"
"14","3","1.30769230769231","3","4","3.92307692307692","1.30769230769231","0"
"14","4","1.30769230769231","4","5","5.23076923076923","1.30769230769231","0"
"14","5","1.30769230769231","4","5","5.23076923076923","1.30769230769231","1"
"14","6","1.30769230769231","5","6","6.53846153846154","1.30769230769231","0"
"14","7","1.30769230769231","6","7","7.84615384615385","1.30769230769231","0"
"14","8","1.30769230769231","7","8","9.15384615384615","1.30769230769231","0"
"14","9","1.30769230769231","7","8","9.15384615384615","1.30769230769231","1"
"14","10","1.30769230769231","8","9","10.4615384615385","1.30769230769231","0"
"14","11","1.30769230769231","9","10","11.7692307692308","1.30769230769231","0"
"14","12","1.30769230769231","10","11","13.0769230769231","1.30769230769231","0"
"14","13","1.30769230769231","10","11","13.0769230769231","1.30769230769231","1"
"14","14","1.30769230769231","11","12","14.3846153846154","1.30769230769231","0"
"14","15","1.30769230769231","12","13","15.6923076923077","1.30769230769231","0"
"14","16","1.30769230769231","13","14","17","1.30769230769231","0"
"14","17","1.30769230769231","13","14","17","1.30769230769231","1"
"15","1","1.21428571428571","1","2","1.21428571428571","1.21428571428571","0"
"15","2","1.21428571428571","2","3","2.42857142857143","1.21428571428571","0"
"15","3","1.21428571428571","3","4","3.64285714285714","1.21428571428571","0"
"15","4","1.21428571428571","4","5","4.85714285714286","1.21428571428571","0"
"15","5","1.21428571428571","5","6","6.07142857142857","1.21428571428571","0"
"15","6","1.21428571428571","5","6","6.07142857142857","1.21428571428571","1"
"15","7","1.21428571428571","6","7","7.28571428571428","1.21428571428571","0"
"15","8","1.21428571428571","7","8","8.5","1.21428571428571","0"
"15","9","1.21428571428571","8","9","9.71428571428571","1.21428571428571","0"
"15","10","1.21428571428571","9","10","10.9285714285714","1.21428571428571","0"
"15","11","1.21428571428571","10","11","12.1428571428571","1.21428571428571","0"
"15","12","1.21428571428571","10","11","12.1428571428571","1.21428571428571","1"
"15","13","1.21428571428571","11","12","13.3571428571429","1.21428571428571","0"
"15","14","1.21428571428571","12","13","14.5714285714286","1.21428571428571","0"
"15","15","1.21428571428571","13","14","15.7857142857143","1.21428571428571","0"
"15","16","1.21428571428571","14","15","17","1.21428571428571","0"
"15","17","1.21428571428571","14","15","17","1.21428571428571","1"
"16","1","1.13333333333333","1","2","1.13333333333333","1.13333333333333","0"
"16","2","1.13333333333333","2","3","2.26666666666667","1.13333333333333","0"
"16","3","1.13333333333333","3","4","3.4","1.13333333333333","0"
"16","4","1.13333333333333","4","5","4.53333333333333","1.13333333333333","0"
"16","5","1.13333333333333","5","6","5.66666666666667","1.13333333333333","0"
"16","6","1.13333333333333","6","7","6.8","1.13333333333333","0"
"16","7","1.13333333333333","7","8","7.93333333333333","1.13333333333333","0"
"16","8","1.13333333333333","8","9","9.06666666666667","1.13333333333333","0"
"16","9","1.13333333333333","8","9","9.06666666666667","1.13333333333333","1"
"16","10","1.13333333333333","9","10","10.2","1.13333333333333","0"
"16","11","1.13333333333333","10","11","11.3333333333333","1.13333333333333","0"
"16","12","1.13333333333333","11","12","12.4666666666667","1.13333333333333","0"
"16","13","1.13333333333333","12","13","13.6","1.13333333333333","0"
"16","14","1.13333333333333","13","14","14.7333333333333","1.13333333333333","0"
"16","15","1.13333333333333","14","15","15.8666666666667","1.13333333333333","0"
"16","16","1.13333333333333","15","16","17","1.13333333333333","0"
"16","17","1.13333333333333","15","16","17","1.13333333333333","1"
"17","1","1.0625","1","2","1.0625","1.0625","0"
"17","2","1.0625","2","3","2.125","1.0625","0"
"17","3","1.0625","3","4","3.1875","1.0625","0"
"17","4","1.0625","4","5","4.25","1.0625","0"
"17","5","1.0625","5","6","5.3125","1.0625","0"
"17","6","1.0625","6","7","6.375","1.0625","0"
"17","7","1.0625","7","8","7.4375","1.0625","0"
"17","8","1.0625","8","9","8.5","1.0625","0"
"17","9","1.0625","9","10","9.5625","1.0625","0"
"17","10","1.0625","10","11","10.625","1.0625","0"
"17","11","1.0625","11","12","11.6875","1.0625","0"
"17","12","1.0625","12","13","12.75","1.0625","0"
"17","13","1.0625","13","14","13.8125","1.0625","0"
"17","14","1.0625","14","15","14.875","1.0625","0"
"17","15","1.0625","15","16","15.9375","1.0625","0"
"17","16","1.0625","16","17","17","1.0625","0"
"17","17","1.0625","16","17","17","1.0625","1"
